news_id,Title,Date,Tags,URL,Classification,Justification,Cable Name,Countries Involved
205,Perth-Singapore Subsea Cable Is Down Again,2018-05-11T09:49:14-04:00,"Perth, SEA-ME-WE 3, singapore, Subsea, Subsea cable",https://subtelforum.com/perth-singapore-subsea-cable-down-again/,Aging,"The article highlights a history of breakages for the SEA-ME-WE3 cable stretching back to 2005, with increasing frequency in recent years, indicating degradation over time. The repeated faults without mention of external causes (e.g., human activity, environmental events, or geopolitical actions) strongly suggest aging infrastructure as the primary issue.",Unknown,Subsea
206,AAG Damaged Between Hong Kong And Philippines,2018-05-02T10:28:51-04:00,"AAG, Converge ICT, Hong Kon, Philippines, PLDT",https://subtelforum.com/aag-damaged-hong-kong-philippines/,Environmental,"The article explicitly states that the damage to the undersea internet cables was caused by ""numerous typhoons,"" which are natural events. This clearly falls under the Environmental category.",AAG,"Philippines, Hong Kon"
207,Mombasa Meets TEAMS Over Maintenance,2018-04-27T13:30:23-04:00,"Africa, Mombasa, Paul Cooney, Taufiq Balala, TEAMS",https://subtelforum.com/mombasas-teams-fibre-maintenance/,Aging,"The article discusses maintenance of the TEAMS cable, highlighting the need for a maintenance hub near Mombasa due to difficulties in emergency repairs, indicating concerns related to cable degradation or upkeep over time.",Unknown,Mombasa
208,"Basslink, Tasmania Government To Enter Arbitration",2018-04-27T12:30:10-04:00,"Basslink, cable fault, legal, Tasmania",https://subtelforum.com/basslink-tasmania-arbitration/,Aging,"The dispute centers around allegations that the Basslink Interconnector's outage was due to exceeding its design limit, leading to degradation, and the cable's age (commissioned in 2006) is a key factor in the controversy.",Unknown,Unknown
209,APG Submarine Cable Problem Fixed,2018-04-27T11:45:48-04:00,"APG, Asia-Pacific, Vietnam, VNPT",https://subtelforum.com/apg-submarine-cable-problem-fixed/,Human Activity,"The cause of the incident was identified as the resetting of configuration on the cable by APG’s manager, which is a human operational error. Additionally, one of the earlier ruptures was caused by the expansion of Changi Airport in Singapore, further indicating human activity as the root cause.",Unknown,Vietnam
210,APG Cable Fault Impacts Vietnam Internet,2018-04-24T10:56:18-04:00,"APG, cable fault, Vietnam, VNPT",https://subtelforum.com/cable-fault-impacts-vietnam-internet/,Environmental,"The article mentions a disturbance affecting the Asia Pacific Gateway cable near China’s shore, which suggests a natural or environmental cause for the signal loss, such as seabed movement or other underwater disruptions. There is no indication of human activity, geopolitical conflict, or aging as the cause.",Unknown,Vietnam
211,Submarine Fiber Risks From North Korea Nuclear Testing,2018-04-11T02:20:00-04:00,"George Baker, Jordan Kearns, national security, North Korea, Nuclear, security, Thomas Popik, William Harris",https://subtelforum.com/fiber-risks-north-korea-nuclear-testing/,Geopolitical,"The article discusses the threat of electromagnetic pulses (EMP) from North Korea's proposed high-altitude nuclear tests, which could damage submarine fiber optic cable networks. This directly involves international relations, military actions, and nation-state conflicts, as the cause is tied to North Korea's geopolitical stance and nuclear ambitions.",Unknown,"North Korea, Nuclear"
212,Canadian Maritime Law – Underwater Cable Damage,2018-04-11T02:15:56-04:00,No tags,https://subtelforum.com/canadian-maritime-cable-damage/,Human Activity,"The article discusses damage to underwater telecommunication cables caused by vessel anchors and fishing equipment, highlighting accidents involving ships and fishing vessels as the primary cause.",Unknown,Unknown
213,Basslink Subsea Cable Out Until Late May,2018-04-10T12:52:09-04:00,"Australia, Basslink, Tasmania",https://subtelforum.com/subsea-cable-basslink-outage/,Human Activity,"The damage to the equipment was caused by a third-party contractor during routine maintenance, indicating human error or activity as the direct cause.",Unknown,Australia
214,ACE Submarine Cable Cut Impacts Ten Countries,2018-04-05T12:04:54-04:00,"ACE, Africa, Oracle",https://subtelforum.com/ace-submarine-cable-cut-impact/,Human Activity,"The article mentions damage to the ACE submarine cable near Nouakchott, Mauritania, but does not specify a natural or geopolitical cause. Given the lack of evidence for environmental or intentional sabotage, the most plausible cause is accidental human activity, such as fishing or ship anchors.",Unknown,Unknown
215,Tasmanian Govt Seeking AU$122m For Basslink Outage,2018-03-27T13:00:20-04:00,No tags,https://subtelforum.com/tasmanian-govt-au122m-basslink-outage/,Aging,"The article discusses a dispute over a submarine cable outage, with Basslink refuting claims of breaching the contract and arguing the cable was rigorously tested and commissioned over a decade ago. The failure is attributed to exceeding design limits, which degraded the cable, pointing to aging infrastructure as the cause.",Unknown,Unknown
216,Basslink ‘Strongly Denies’ It Owes Tasmanian Government,2018-03-23T15:01:21-04:00,"Basslink, Guy Barnett, Hydro Tasmania, Tasmania",https://subtelforum.com/basslink-denies-tasmanian-government/,Aging,"The article discusses allegations regarding the design and construction of the Basslink Interconnector, which was completed over a decade ago, and mentions that the cable failure was due to exceeding its design limit, leading to degradation. This points to aging and long-term wear as the cause.",Unknown,Unknown
217,Tasmanian Govt Could Sue Over 2015-16 Basslink Failure,2018-03-22T12:37:51-04:00,"Basslink, Hydro Tasmania, Tasmania",https://subtelforum.com/tasmanian-govt-basslink-failure/,Unknown,Failed to scrape article.,Unknown,Unknown
218,APG Submarine Cable To Resume Operation On April 10,2018-03-13T10:53:49-04:00,"APG, submarine cable, Vietnam, VNPT",https://subtelforum.com/apg-submarine-cable-to-resume-operation-on-april-10/,Human Activity,"The cable breakdown was caused by the expansion of Changi Airport in Singapore, which is a human construction activity.",Unknown,Vietnam
219,APG Submarine Cable Compromised,2018-03-01T14:00:16-05:00,No tags,https://subtelforum.com/apg-submarine-cable-compromised/,Human Activity,"The disruption is linked to proactive disconnection due to the Singapore government’s plan to expand Changi Airport, which involves moving the APG cable. This is a planned human activity (construction/relocation) rather than a natural event, geopolitical conflict, or aging issue.",Unknown,Unknown
220,Submarine Cable Outage Impacts Vietnam Internet,2018-02-28T10:18:32-05:00,No tags,https://subtelforum.com/submarine-cable-outage-vietnam/,Aging,"The article mentions that the Asia Pacific Gateway (APG) cable, which was launched recently, has broken down on at least two occasions, and highlights the frequent issues with the Asia America Gateway (AAG) cable, which has ruptured or required maintenance numerous times since 2011. These repeated failures suggest degradation or aging of the cables as the primary cause.",Unknown,Unknown
221,Ogero Says IMEWE Cable Under Maintenance,2018-02-09T10:13:00-05:00,"I-ME-WE, Imad Kreidieh, IMEWE, Lebanon, Ogero",https://subtelforum.com/imewe-cable-maintenance/,Aging,"The article explicitly mentions that the IMEWE cable was undergoing regular maintenance, a clear indicator of aging infrastructure requiring upkeep to prevent degradation or failure.",Unknown,Lebanon
222,Vietnam Internet Connectivity Fully Restored,2018-01-25T11:18:29-05:00,"AAG, Vietnam, VNPT",https://subtelforum.com/vietnam-internet-fully-restored/,Human Activity,"The cable breaks and repairs were due to human activities, specifically the reconfiguration of the AAG cable system and the relocation of the APG cable for the Singaporean Government’s airport expansion project.",Unknown,"AAG, Vietnam"
223,WACS Services Partially Paralyzed For Maintenance,2018-01-23T16:15:13-05:00,No tags,https://subtelforum.com/wacs-services-partially-paralyzed-maintenance/,Aging,"The article mentions ""corrective and preventive maintenance"" being performed on the WACS cable system to keep it operational and improve performance, indicating issues related to aging or degradation.",Unknown,Unknown
224,APG Submarine Cable To Be Fixed On January 6-7,2018-01-03T10:38:56-05:00,"APG, VNPT",https://subtelforum.com/apg-submarine-cable-fixed-january-6-7/,Human Activity,"The article mentions that the APG submarine cable was ""crashed,"" which implies an accidental event likely caused by human activity such as ship anchors or fishing operations, rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
225,APG Submarine Cable Damaged Again,2018-01-01T05:00:39-05:00,"APG, VNPT",https://subtelforum.com/apg-submarine-cable-damaged-again/,Human Activity,"The article mentions multiple cable issues (APG, AAG, SMW-3) but does not attribute the cause to natural events, geopolitical actions, or aging. The focus is on repairs, backups, and collaboration with partners, suggesting operational or accidental human-related causes.",Unknown,Unknown
226,SEA-ME-WE 3 Down For Second Time In Four Months,2017-12-29T14:20:43-05:00,"ASC, SEA-ME-WE 3, Vocus",https://subtelforum.com/sea-me-we-3-second-time-four-months/,Aging,"The article mentions that the Sea-Me-We 3 cable, which went into service in 1999, has experienced multiple breaks, suggesting degradation due to its age. The cause is not attributed to human activity, environmental factors, or geopolitical issues.",Unknown,Unknown
227,"SEA-ME-WE 3 Down, Australia-Asia Traffic Slow",2017-12-20T12:07:18-05:00,"SEA-ME-WE 3, Vocus",https://subtelforum.com/sea-3-australia-asia-traffic-slow/,Environmental,"The article mentions that the break in the Sea-Me-We 3 cable, along with other cables, was caused by a storm, which is a natural event. The context explicitly attributes the damage to environmental factors rather than geopolitical, human activity, or aging.",Unknown,Unknown
228,Basslink Outage Caused By Exceeding Design Limit,2017-12-20T10:41:30-05:00,Basslink,https://subtelforum.com/basslink-outage-exceeding-design-limit/,Aging,"The cable failure was caused by exceeding its temperature design limits and subsequent degradation due to overheating and cooling over its service life, indicating issues related to the cable's operational lifespan and design limitations.",Unknown,Unknown
229,SEA-ME-WE 3 To Be Fixed By December 26,2017-12-12T11:30:16-05:00,"SEA-ME-WE 3, SMW 3, Vietnam, VNPT",https://subtelforum.com/sea-me-we-3-fixed-december-26/,Human Activity,"The article mentions issues with the SEA-ME-WE 3 and AAG cables, attributing the problems to technical faults (e.g., ""shun fault between landing stations"") and repeated operational disruptions, which are caused by human-managed infrastructure rather than natural events, geopolitical actions, or aging.",Unknown,Vietnam
230,SEA-ME-WE 3 Submarine Cable Cut Again,2017-12-04T12:52:22-05:00,"SEA-ME-WE 3, Vocus",https://subtelforum.com/sea-me-we-3-cut/,Aging,"The article explicitly states that the SEA-ME-WE 3 submarine cable is aging (""nearly two-decade old"") and mentions that faults become more prominent as the cable system ages, which is the primary cause of the incident.",Unknown,Unknown
231,Newly Repaired Cable In Vietnam Disrupted Again,2017-11-07T14:09:02-05:00,"AAG, Vietnam",https://subtelforum.com/newly-repaired-cable-vietnam-disrupted/,Aging,"The article mentions that the AAG cable has experienced multiple ruptures within a short period, including incidents earlier in the year, and highlights that the cable was connected in 2009, suggesting potential degradation due to age. No other causes (geopolitical, human activity, or environmental) are indicated.",Unknown,"AAG, Vietnam"
232,Slow Internet To Continue In Bangladesh Saturday For Cable Repairs,2017-10-27T17:19:01-04:00,"Bangladesh, BSCCL, SEA-ME-WE 4",https://subtelforum.com/slow-internet-continue-bangladesh-saturday-cable-repairs/,Aging,"The article discusses repairs being conducted on Bangladesh's first submarine cable due to an unspecified issue, with delays in completing the work. The primary cause implied is the need for maintenance or degradation of the cable over time, fitting the ""Aging"" classification.",Unknown,Bangladesh
233,(Bangladesh) Internet Slow Due To Submarine Cable Work,2017-10-24T11:49:34-04:00,"Bangladesh, BSCCL, SEA-ME-WE 4",https://subtelforum.com/bangladesh-internet-slow-due-to-submarine-cable-work/,Aging,"The article explicitly mentions maintenance work on the submarine cable SEA-ME-WE-4, which is described as the country's first undersea cable, indicating it is old and likely degraded over time, necessitating maintenance.",Unknown,Bangladesh
234,Vietnam’s Internet Back Up To Speed Following Major Repair Work,2017-10-23T13:15:18-04:00,"AAG, SEA-ME-WE 3, Vietnam",https://subtelforum.com/vietnams-internet-back-up-to-speed-following-major-repair-work/,Environmental,"The article mentions that rough seas off China caused delays in repairing the SEA-ME-WE 3 cable, indicating a natural environmental event as the cause of the disruption. The AAG cable's repeated issues are noted but the specific cause for its latest failure isn't stated, so the focus is on the environmental cause affecting SMW3.",AAG,Vietnam
235,(Vietnam) International Cable Lines To Be Fixed Next Week,2017-10-20T10:42:17-04:00,"AAG, SEA-ME-WE 3, Vietnam, VNPT",https://subtelforum.com/vietnam-international-cable-lines-to-be-fixed-next-week/,Human Activity,"The breakdowns in the AAG and SMW3 cables are described as recurring incidents without mention of natural causes or aging. The proximity to human activities (e.g., shipping, fishing, or maintenance operations) near China's sea area is implied as the likely cause.",AAG,Vietnam
236,(Bangladesh) Submarine Cable Repair Shifted To Oct 22,2017-10-17T11:02:58-04:00,"BSCCL, SEA-ME-WE 4",https://subtelforum.com/bangladesh-submarine-cable-repair-shifted-to-oct-22/,Aging,"The article discusses maintenance work and overhauling of the submarine cable SEA-ME-WE-4, which is being done for the first time in its 12-year history, indicating age-related degradation as the primary cause.",Unknown,Unknown
237,AAG Submarine Cable Encounters Trouble Again,2017-10-12T11:00:29-04:00,AAG,https://subtelforum.com/aag-submarine-cable-encounters-trouble-again/,Aging,"The article mentions repeated disruptions of the Asia-America Gateway (AAG) submarine cable in 2017, with four incidents occurring within a year, suggesting degradation or long-term wear rather than isolated accidents or natural causes.",AAG,Unknown
238,Maintenance Work To Disrupt Bangladesh Internet Mid-Oct,2017-10-10T10:45:43-04:00,"BSCCL, SEA-ME-WE 3",https://subtelforum.com/maintenance-work-to-disrupt-bangladesh-internet-mid-oct/,Aging,"The article explicitly mentions maintenance work on a primary submarine cable as the cause of potential internet service disruption, indicating issues related to cable upkeep or degradation.",Unknown,Unknown
239,Vietnamâs International Capacity Fully Restored,2017-10-04T14:45:19-04:00,"AAG, TGN IA, TGN Intra-Asia, Vietnam",https://subtelforum.com/vietnams-international-capacity-fully-restored/,Human Activity,"The article mentions that the AAG and TGN Intra-Asia cable systems were severed, with faults found on specific segments, but does not attribute the cause to natural events, geopolitical actions, or aging. The lack of explicit mention of environmental factors or sabotage suggests human activity (e.g., accidental damage from ships or construction) as the likely cause.",AAG,"IA, Vietnam"
240,Fresh Fault Found On SEA-ME-WE3,2017-09-29T08:15:53-04:00,SEA-ME-WE 3,https://subtelforum.com/fresh-fault-found-on-sea-me-we3/,Environmental,"The article mentions that multiple cables around Hong Kong were damaged by strong typhoons, which are natural events. The SEA-ME-WE3 cable's shunt fault is also discussed, with possible causes like ocean currents, further supporting an environmental cause.",Unknown,Unknown
241,Australia-to-Asia Traffic Slows As Typhoons Cut Submarine Cables,2017-09-06T08:54:51-04:00,"AAG, ASE, SEA-ME-WE 3, TGA-Intra Asia",https://subtelforum.com/australia-to-asia-traffic-slows-as-typhoons-cut-submarine-cables/,Environmental,"The article explicitly states that the submarine cables were damaged by two typhoons, Hato and Pakhar, which are natural events. The cause of the incident is clearly environmental, as the cables were broken due to the severe weather conditions.","AAG, ASE",Unknown
242,SEA-ME-WE 3 Submarine Cable Suffers Break,2017-09-01T12:15:49-04:00,"SEA-ME-WE 3, Vocus",https://subtelforum.com/sea-me-we-3-submarine-cable-suffers-break/,Human Activity,"The article mentions a break in the Sea-Me-We 3 submarine cable but does not attribute it to geopolitical actions, environmental events, or aging. Since the cause is unspecified but likely due to human-related activities such as shipping or fishing, the classification is Human Activity.",Unknown,Unknown
243,Flights In Pakistan Canceled Thanks To Submarine Cable Fault,2017-08-31T10:09:39-04:00,"I-ME-WE, PTCL",https://subtelforum.com/flights-in-pakistan-canceled-thanks-to-submarine-cable-fault/,Human Activity,"The incident was caused by a fault in the submarine cable IMEWE, which is likely due to human-related activities such as accidental damage during maintenance, shipping, or fishing operations, rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
244,Repairs To Vietnam’s Internet cables To Take Up To Four Weeks,2017-08-29T11:00:06-04:00,"AAG, Intra-Asia, SEA-ME-WE 3, Vietnam",https://subtelforum.com/repairs-to-vietnams-internet-cables-to-take-up-to-four-weeks/,Environmental,"The article states that the most likely cause of the cable ruptures is two tropical storms that hit the region, which classifies the incident under environmental causes.",AAG,Vietnam
245,E-Marine Restores EASSy Connectivity,2017-08-14T10:20:48-04:00,"CS Maram, E-Marine, EASSy",https://subtelforum.com/e-marine-restores-eassy-connectivity/,Human Activity,"The article mentions that the EASSy cable was damaged offshore Mogadishu, and a cable ship was deployed for repairs, indicating human involvement in maintenance and restoration efforts. There is no mention of natural events, geopolitical actions, or aging as the cause.",Unknown,Unknown
246,Pakistan Suffers Rs1bn Loss Due To Submarine Cable Fault,2017-08-11T13:23:55-04:00,"I-ME-WE, Pakistan",https://subtelforum.com/pakistan-suffers-rs1bn-loss-due-to-submarine-cable-fault/,Aging,"The article mentions a fault in the submarine cable (IMEWE) due to ""technical problems,"" which suggests issues related to cable degradation or maintenance rather than external causes like human activity, environmental events, or geopolitical conflicts.",Unknown,Pakistan
247,SAT3 Downtime Had Minimal Impact â Openserve,2017-07-14T07:45:06-04:00,"Openserve, SAT-3, SAT3",https://subtelforum.com/sat3-downtime-had-minimal-impact-openserve/,Human Activity,"The outage of the SAT3 submarine cable was caused by an undetermined break in the cable, which occurred in the Atlantic Ocean. While the exact cause is not specified, breaks in submarine cables are commonly attributed to human activities such as fishing, anchoring, or other maritime operations, rather than natural events or deliberate geopolitical actions.",Unknown,Unknown
248,Massive Internet Disruption Costing Somalia $10M A Day,2017-07-12T11:07:57-04:00,"EASSy, Somalia",https://subtelforum.com/massive-internet-disruption-costing-somalia-10m-a-day/,Human Activity,"The article states that officials have blamed a commercial ship for damaging the undersea fiber-optic cable, which directly points to human activity as the cause of the incident.",EASSy,Somalia
249,PTCL: Cable Fault On SEA-ME-WE 4,2017-07-07T07:46:17-04:00,"PTCL, SEA-ME-WE 4",https://subtelforum.com/ptcl-cable-fault-on-sea-me-we-4/,Aging,"The article mentions that the SEA-ME-WE 4 submarine cable system ""has developed a fault,"" which suggests a technical failure likely due to wear and tear or degradation over time, rather than external causes like human activity, environmental events, or geopolitical actions.",Unknown,Unknown
250,MainOne Completes Repairs,2017-07-06T05:00:37-04:00,MainOne,https://subtelforum.com/mainone-completes-repairs/,Environmental,"The outage was caused by a Force Majeure event due to movement in the seabed, which is a natural environmental phenomenon.",Unknown,Unknown
251,Service Restored In Congo-Brazzaville After 15 Days,2017-06-27T11:00:35-04:00,"Congo, WACS",https://subtelforum.com/service-restored-in-congo-brazzaville-after-15-days/,Human Activity,"The article explicitly states that the damage to the submarine cable was caused by a fishing vessel, which falls under accidental human activity.",Unknown,"Congo, WACS"
252,MainOneâs Submarine Cable Out For 14 Days,2017-06-22T13:15:58-04:00,"ACMA, Africa, MainOne",https://subtelforum.com/mainones-submarine-cable-out-for-14-days/,Aging,"The article mentions that the fault occurred after seven years of operation, suggesting that the cable's age or degradation over time may have contributed to the issue. Additionally, the CEO describes it as ""the first of its kind in seven years,"" implying a natural wear-and-tear failure.",Unknown,Unknown
253,APG Submarine Cable Damaged,2017-06-22T13:00:09-04:00,"APG, Vietnam",https://subtelforum.com/apg-submarine-cable-damaged/,Human Activity,"The article mentions that the Asia Pacific Gateway (APG) submarine cable snapped, but the cause is unspecified. Since geopolitical, environmental, or aging factors are not indicated, the most plausible cause is accidental human activity, such as shipping or fishing.",Unknown,Vietnam
254,Congo-Brazzaville Facing Major Submarine Cable Outage,2017-06-16T12:22:47-04:00,WACS,https://subtelforum.com/congo-brazzaville-facing-major-submarine-cable-outage/,Human Activity,"The internet disruption was caused by a fishing vessel cutting the submarine cable, specifically the West African Cable System (WACS).",Unknown,WACS
255,SEAIOCMA & PIOCMA Meet In Sri Lanka,2017-05-04T10:00:35-04:00,No tags,https://subtelforum.com/seaiocma-piocma-meet-in-sri-lanka/,Human Activity,"The article discusses the establishment of a submarine cable depot and maintenance activities involving consortiums and cable ships, which are directly related to human-led operations and initiatives in cable maintenance.",Unknown,Unknown
256,Repairs To AAG Delayed,2017-03-27T15:26:33-04:00,No tags,https://subtelforum.com/repairs-to-aag-delayed/,Aging,"The article mentions repeated disruptions and delays in repairing the Asia America Gateway (AAG) and Intra Asia (IA) undersea cables, suggesting degradation or maintenance issues rather than external causes like human activity or environmental events.",Unknown,Unknown
257,Vietnam Cable To Resume Operation This Weekend,2017-03-21T15:06:02-04:00,No tags,https://subtelforum.com/vietnam-cable-to-resume-operation-this-weekend/,Aging,"The article highlights repeated ruptures and breakdowns of the Intra Asia internet cable, with multiple incidents occurring within a short period (January 10, following day, March 4). This suggests a pattern of degradation or maintenance issues rather than a one-time event caused by human activity, environmental factors, or geopolitical actions.",Unknown,Unknown
258,Connection Cut: Vietnamâs Internet Users in the Dark Over Undersea Cable Repairs,2017-03-03T19:49:51-05:00,No tags,https://subtelforum.com/connection-cut-vietnams-internet-users-in-the-dark-over-undersea-cable-repairs/,Human Activity,"The article mentions repeated ruptures and repairs of the Intra Asia (IA) internet cable, with disruptions occurring multiple times shortly after fixes, suggesting accidental damage or operational issues rather than geopolitical, environmental, or aging factors.",Unknown,Unknown
259,Vietnamâs Notorious Undersea Internet Cable Ruptures Again,2017-02-22T15:26:34-05:00,No tags,https://subtelforum.com/vietnams-notorious-undersea-internet-cable-ruptures-again/,Aging,"The article mentions multiple disruptions of the Asia America Gateway (AAG) cable, including past ruptures and recent repairs, which suggests repeated issues due to degradation or maintenance failures rather than external causes like human activity or environmental events.",Unknown,Unknown
260,ASN Marine to Repair GLO-1 Subsea Cable,2017-02-16T18:28:49-05:00,No tags,https://subtelforum.com/asn-marine-to-repair-glo-1-subsea-cable/,Human Activity,"The article mentions an emergency repair of the Globacom-1 cable, which is likely due to accidental damage or operational issues (e.g., fishing, shipping, or construction activities), as no natural or geopolitical causes are indicated.",Unknown,Unknown
261,Telenor Norway Suffers Submarine Cable Cut,2017-02-06T15:21:49-05:00,No tags,https://subtelforum.com/telenor-norway-suffers-submarine-cable-cut/,Human Activity,"The incident involves a cut to the sea cable, which is typically caused by human activities such as fishing, anchoring, or construction, rather than natural events or geopolitical actions. The article does not mention any natural disasters or intentional sabotage, and aging is not indicated as the cause.",Unknown,Unknown
262,Vietnamâs New Undersea Internet Cable Back up to Speed Following Repairs,2017-01-25T18:47:29-05:00,No tags,https://subtelforum.com/vietnams-new-undersea-internet-cable-back-up-to-speed-following-repairs/,Human Activity,"The article mentions disruptions and repairs to submarine cables like APG, IA, and AAG, which are likely caused by human-related activities such as maintenance, accidental damage, or operational issues, rather than natural events, geopolitical conflicts, or aging.",Unknown,Unknown
263,Marshall Islands Back in Internet Land,2017-01-25T18:41:22-05:00,No tags,https://subtelforum.com/marshall-islands-back-in-internet-land/,Human Activity,"The incident was caused by a ""power anomaly"" that required repairs to the submarine fiber optic cable, indicating a technical or operational issue rather than natural or geopolitical causes.",Unknown,Unknown
264,Vietnamâs Notorious Internet Cable Leaves Surfers Adrift at Sea,2017-01-10T16:27:18-05:00,No tags,https://subtelforum.com/vietnam-s-notorious-internet-cable-leaves-surfers-adrift-at-sea/,Aging,"The article highlights repeated disruptions and maintenance issues with the Asia America Gateway (AAG) cable, which has been in use since 2009. The mention of the cable breaking or being shut down multiple times since 2011, along with its age, strongly indicates degradation over time as the primary cause.",Unknown,Unknown
265,Internet Problems for Submarine Cable Glitch (Bangladesh),2017-01-08T19:09:43-05:00,No tags,https://subtelforum.com/internet-problems-for-submarine-cable-glitch-bangladesh/,Human Activity,"The article mentions that submarine cables were ""cut or disconnected,"" which implies physical damage likely caused by human activities such as fishing, ship anchors, or construction, rather than natural events or geopolitical actions. No evidence of sabotage or natural disasters is provided.",Unknown,Unknown
266,Jersey Submarine Cables Restored,2017-01-08T18:50:14-05:00,No tags,https://subtelforum.com/jersey-submarine-cables-restored/,Human Activity,"The article states that the cables were cut by the anchor of a ship, which is a direct result of human activity (shipping operations).",Unknown,Unknown
267,Cyclone Vardah Damages Submarine Cables to Eastern India,2017-01-08T18:48:10-05:00,No tags,https://subtelforum.com/cyclone-vardah-damages-submarine-cables-to-eastern-india/,Environmental,"The article explicitly states that the disruption to submarine cables was caused by the severe cyclonic storm Vardah, which is a natural environmental event. The storm's high wind speeds and landfall directly damaged the cables, impacting internet services.",Unknown,Unknown
268,JT Says First Damaged Submarine Cable is Repaired,2016-12-07T14:18:33-05:00,No tags,https://subtelforum.com/3jt-says-first-damaged-submarine-cable-is-repaired/,Human Activity,"The incident was caused by a ship's anchor damaging the cables, which falls under human activity.",Unknown,Unknown
269,Ship’s Anchor Severs Jersey’s Undersea Internet Cables,2016-12-01T03:27:46-05:00,No tags,https://subtelforum.com/90ship-s-anchor-severs-jersey-s-undersea-internet-cables/,Human Activity,"The incident was caused by a ship dragging its anchor on the seabed, which severed the internet cables. This falls under human activity as it involves maritime operations and negligence in adhering to restricted zones.",Unknown,Unknown
270,Spark Restores Connectivity for the South Island,2016-11-21T14:39:07-05:00,No tags,https://subtelforum.com/92spark-restores-connectivity-for-the-south-island/,Environmental,"The incident was caused by an earthquake, which is a natural event, leading to damage to cables and infrastructure.",Unknown,Unknown
271,Tanzania: Internet Interruption As Sea Cable Maintenance Starts,2016-10-21T10:23:16-04:00,No tags,https://subtelforum.com/59tanzania-internet-interruption-as-sea-cable-maintenance-starts/,Aging,"The article mentions a ""shunt fault"" in the Seacom cable and describes maintenance efforts to repair it, indicating the issue is due to cable degradation or faults over time.",Unknown,Unknown
272,Seacom Cable Fault Hits SA Internet,2016-10-17T15:15:19-04:00,No tags,https://subtelforum.com/51seacom-cable-fault-hits-sa-internet/,Human Activity,"The fault is described as a ""shunt fault,"" which typically indicates an electrical or technical issue, likely caused by human-related activities such as cable installation, maintenance, or operational failures rather than natural events or geopolitical actions.",Unknown,Unknown
273,Connectivity Slows as Vietnam Internet Cable Undergoes 10th Repair in Three Years,2016-09-15T10:38:05-04:00,No tags,https://subtelforum.com/88connectivity-slows-as-vietnam-internet-cable-undergoes-10th-repair-in-three-years/,Aging,"The article mentions that the Asia America Gateway (AAG) submarine cable system is undergoing maintenance for the 10th time in three years, indicating repeated issues likely due to aging infrastructure or degradation.",Unknown,Unknown
274,Vietnamâs Internet Back to Speed as Cable Issue Fixed,2016-08-23T10:11:13-04:00,No tags,https://subtelforum.com/6vietnam-s-internet-back-to-speed-as-cable-issue-fixed/,Environmental,"The disruption was initially blamed on Typhoon Nida, which is a natural event, and repair delays were caused by adverse weather conditions.",Unknown,Unknown
275,Internet in Vietnam to Resume in at least 10 Days,2016-08-09T15:22:13-04:00,No tags,https://subtelforum.com/73internet-in-vietnam-to-resume-in-at-least-10-days/,Environmental,"The article suggests that the AAG submarine cable was likely cut due to a recent typhoon in the East Sea, which is a natural event.",Unknown,Unknown
276,AAG Submarine Cable Damage Disrupts Internet Connectivity in Vietnam,2016-08-03T10:03:49-04:00,No tags,https://subtelforum.com/95aag-submarine-cable-damage-disrupts-internet-connectivity-in-vietnam/,Environmental,"The cable breakage was caused by Typhoon Nida, a natural event that prevented repair ships from reaching the damaged location.",Unknown,Unknown
277,Vietnamâs Internet to be Affected by pan-Asia Submarine Cable Cut,2016-07-12T04:43:20-04:00,No tags,https://subtelforum.com/79vietnam-s-internet-to-be-affected-by-pan-asia-submarine-cable-cut/,Human Activity,"The incident involves a broken inter-Asia undersea cable route coinciding with maintenance activities on another cable (AAG), suggesting human-related causes such as maintenance or accidental damage during operations.",Unknown,Unknown
278,"AAG Internet Speed Back to Normal, Service Providers Say",2016-06-28T11:32:12-04:00,No tags,https://subtelforum.com/66aag-internet-speed-back-to-normal-service-providers-say/,Human Activity,"The article discusses a digital platform focused on submarine cable industry insights, which is a result of human-driven activities such as construction, maintenance, and reporting on submarine cables.",Unknown,Unknown
279,"AAG Submarine Cable Under Maintenance, Internet in Vietnam to be Slow for 6 days",2016-06-20T10:12:35-04:00,No tags,https://subtelforum.com/57aag-submarine-cable-under-maintenance-internet-in-vietnam-to-be-slow-for-6-days/,Aging,"The article explicitly mentions maintenance activities on the AAG submarine cable, including reconfiguration and welding of segments, which indicates the cable is being repaired or upgraded due to wear, degradation, or routine upkeep.",Unknown,Unknown
280,Algeria Suffers Net Blackout,2016-05-19T12:10:13-04:00,No tags,https://subtelforum.com/39algeria-suffers-net-blackout/,Unknown,Failed to scrape article.,Unknown,Unknown
281,Basslink Subsea Cable Repairs Rely on 18 Days of Clear Weather,2016-04-15T12:31:08-04:00,No tags,https://subtelforum.com/79basslink-subsea-cable-repairs-rely-on-18-days-of-clear-weather/,Aging,"The article discusses repairs to the Basslink Interconnector due to excess water damage and the need for complex jointing works, indicating degradation or failure of the cable over time.",Unknown,Unknown
